Region,Year,Broad Category,COFOG Division,COFOG Division Name,COFOG Basis,Original Code,Original Name (native language),English Translation,Commitment (EUR '000),Payment (EUR '000),Notes
Federal,2026,"Environment, Housing & Energy",06,Housing and community amenities,Source-classified (Confirmed),COFOG-6100,Housing development,Housing development,n/q — see Notes,6768,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7000,Health,Health,n/q — see Notes,99643,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7110,Pharmaceutical products,Pharmaceutical products,n/q — see Notes,27861,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7200,Outpatient services,Outpatient services,n/q — see Notes,478,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7300,Hospital services,Hospital services,n/q — see Notes,299199,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7310,General hospital services,General hospital services,n/q — see Notes,106964,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7320,Specialized hospital services,Specialized hospital services,n/q — see Notes,9171,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7400,Public health services,Public health services,n/q — see Notes,464410,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7500,R&D Health,R&D Health,n/q — see Notes,382,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Unconfirmed — closest UN match),COFOG-7540,R&D Health (closest UN match),R&D Health (closest UN match),n/q — see Notes,38290,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,07,Health,Source-classified (Confirmed),COFOG-7600,Health n.e.c.,Health n.e.c.,n/q — see Notes,66619,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion",Source-classified (Confirmed),COFOG-8200,Cultural services,Cultural services,n/q — see Notes,112228,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion",Source-classified (Confirmed),COFOG-8400,Religious and other community services,Religious and other community services,n/q — see Notes,177229,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,"Culture, Youth, Sport & Media",08,"Recreation, culture and religion",Source-classified (Unconfirmed — closest UN match),COFOG-8520,"R&D Recreation, culture and religion (closest UN match)","R&D Recreation, culture and religion (closest UN match)",n/q — see Notes,54893,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Education,09,Education,Source-classified (Confirmed),COFOG-9200,Secondary education,Secondary education,n/q — see Notes,61,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Education,09,Education,Source-classified (Confirmed),COFOG-9400,Tertiary education,Tertiary education,n/q — see Notes,429,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10000,Social protection,Social protection,n/q — see Notes,88249,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10100,Sickness and disability,Sickness and disability,n/q — see Notes,76,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10120,Disability,Disability,n/q — see Notes,3934695,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10200,Old age,Old age,n/q — see Notes,17330425,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10500,Unemployment,Unemployment,n/q — see Notes,167664,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10700,Social exclusion n.e.c.,Social exclusion n.e.c.,n/q — see Notes,2551811,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Unconfirmed — closest UN match),COFOG-10810,R&D Social protection (closest UN match),R&D Social protection (closest UN match),n/q — see Notes,1468,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Unconfirmed — closest UN match),COFOG-10870,R&D Social protection (closest UN match),R&D Social protection (closest UN match),n/q — see Notes,1299,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Confirmed),COFOG-10900,Social protection n.e.c.,Social protection n.e.c.,n/q — see Notes,87644,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Health & Social Welfare/Care,10,Social protection,Source-classified (Unconfirmed — closest UN match),COFOG-10901,Social protection n.e.c. (closest UN match),Social protection n.e.c. (closest UN match),n/q — see Notes,38147,No commitment/engagement figure exists for federal data — payment (liquidation) only.
Federal,2026,Unclassified / Not specified,XX,Unclassified / not allocable to a single division,Not classified in source,COFOG-(none),Not classified (no COFOG code in source),Not classified (no COFOG code in source),n/q — see Notes,579081,"No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] Source provides NO COFOG code at all for this line item (48 rows, ~EUR 579M total) — distinct from the 'invalid division' rows above, which at least have an attempted (if wrong) code."
Federal,2026,Unclassified / Not specified,XX,Unclassified / not allocable to a single division,Source-classified (Unconfirmed — closest UN match),COFOG-0,Not a valid UN COFOG division (COFOG starts at 01),Not a valid UN COFOG division (COFOG starts at 01),n/q — see Notes,59781,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] Source itself flags this as not a valid COFOG division (COFOG code 0 or 122).
Federal,2026,Unclassified / Not specified,XX,Unclassified / not allocable to a single division,Source-classified (Unconfirmed — closest UN match),COFOG-122,Not a valid UN COFOG division (COFOG starts at 01),Not a valid UN COFOG division (COFOG starts at 01),n/q — see Notes,11400,No commitment/engagement figure exists for federal data — payment (liquidation) only. | [COFOG] Source itself flags this as not a valid COFOG division (COFOG code 0 or 122).
